Option,in:Afstand van Straat,in:Inkeping Hoek,in:Overspanning Vloer,in:Bouwsysteem,in:Vleugel Woningdiepte,in:Belemmeringshoek Zuid,in:Belemmeringshoek Noord,out:MPG [€/m2 per jaar],out:Gewicht [t],out:BVO Wonen Blok O[m2],out:Overspanning [m],out:Vormfactor [GBO/BVO],out:Terrassen [m2],out:% >2 Zonuren Terrassen,out:% >2 Zonuren Straat O,out:% >2 Zonuren Gevels,out:% >2 Zonuren Gevels Buren,out:% >2 Zonuren Binnentuin,out:% >15% Gevel Daglicht,out:% >30% Gevel Daglicht,img
79,0,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,30,0.209,8159,9104,5.4,0.48,1606,57,53,74,87,97,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
80,3.6,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,30,0.208,8011,8992,5.4,0.48,1530,61,73,73,87,97,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
81,0,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.267,9496,9591,8.1,0.49,1712,53,53,71,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
82,3.6,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.274,9559,9513,8.1,0.49,1637,61,73,70,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
83,0,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.272,9315,9337,8.1,0.48,1659,57,53,72,87,92,100,82,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
84,3.6,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.278,9366,9243,8.1,0.48,1583,59,73,72,87,91,100,83,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
85,0,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.27,9014,9104,8.1,0.48,1606,57,53,74,87,97,100,81,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
86,3.6,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.277,9052,8992,8.1,0.48,1530,61,73,73,87,97,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
87,0,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.264,8657,8898,8.1,0.48,1553,57,53,74,87,100,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
88,3.6,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,30,0.272,8682,8768,8.1,0.49,1477,62,73,73,87,100,100,82,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
89,0,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.244,8995,9591,10.8,0.49,1712,53,53,71,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
90,3.6,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.253,9148,9513,10.8,0.49,1637,61,73,70,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
91,0,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.235,8386,9257,10.8,0.48,1642,56,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
92,3.6,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.242,8491,9155,10.8,0.48,1566,60,73,72,87,94,100,83,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
93,0,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.238,8177,8965,10.8,0.48,1571,57,53,74,87,100,100,81,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
94,3.6,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.247,8266,8840,10.8,0.49,1495,60,73,73,87,100,100,82,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
95,0,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.238,8197,8993,10.8,0.47,1571,57,53,74,87,100,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
96,3.6,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,30,0.247,8286,8868,10.8,0.48,1495,61,73,74,87,100,100,82,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
97,0,0 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.207,4337,9850,3.6,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
98,3.6,0 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.207,4300,9781,3.6,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
99,0,0.5 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.202,4209,9721,3.6,0.48,1736,54,53,71,87,88,100,78,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
100,3.6,0.5 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.202,4170,9645,3.6,0.48,1660,59,73,70,87,87,100,79,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
101,0,1 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.204,4172,9596,3.6,0.47,1712,55,53,71,87,91,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
102,3.6,1 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.204,4132,9517,3.6,0.47,1637,59,73,71,87,90,100,82,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
103,0,1.5 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.203,4108,9483,3.6,0.47,1689,57,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
104,3.6,1.5 Grid,0,CLT Vloer/Wanden,8.1,30,30,0.203,4063,9396,3.6,0.47,1613,58,73,72,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
105,0,0 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.189,4070,9850,4.5,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
106,3.6,0 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.193,4100,9781,4.5,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
107,0,0.5 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.188,3985,9688,4.5,0.48,1730,54,53,71,87,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
108,3.6,0.5 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.192,4013,9612,4.5,0.48,1654,60,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
109,0,1 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.185,3885,9539,4.5,0.47,1701,56,53,72,87,93,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
110,3.6,1 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.19,3910,9457,4.5,0.47,1625,59,73,71,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
111,0,1.5 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.185,3812,9400,4.5,0.47,1671,56,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
112,3.6,1.5 Grid,1,CLT Vloer/Wanden,8.1,30,30,0.189,3834,9307,4.5,0.47,1595,60,73,71,87,95,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
113,0,0 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.178,3922,9850,5.4,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
114,3.6,0 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.183,3968,9781,5.4,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
115,0,0.5 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.179,3859,9656,5.4,0.48,1724,55,53,71,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
116,3.6,0.5 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.185,3903,9580,5.4,0.48,1648,59,73,71,87,88,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
117,0,1 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.179,3775,9483,5.4,0.47,1689,57,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
118,3.6,1 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.184,3812,9396,5.4,0.47,1613,58,73,72,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
119,0,1.5 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.177,3676,9319,5.4,0.47,1654,56,53,73,87,97,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
120,3.6,1.5 Grid,2,CLT Vloer/Wanden,8.1,30,30,0.182,3705,9220,5.4,0.47,1578,61,73,72,87,96,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
121,0,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.281,3237,9850,3.6,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
122,3.6,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.281,3210,9781,3.6,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
123,0,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.274,3177,9721,3.6,0.48,1736,54,53,71,87,88,100,78,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
124,3.6,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.274,3149,9645,3.6,0.48,1660,59,73,70,87,87,100,79,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
125,0,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.277,3137,9596,3.6,0.47,1712,55,53,71,87,91,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
126,3.6,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.277,3108,9517,3.6,0.47,1637,59,73,71,87,90,100,82,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
127,0,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.276,3095,9483,3.6,0.47,1689,57,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
128,3.6,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,30,0.274,3062,9396,3.6,0.47,1613,58,73,72,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
129,0,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.25,3322,9850,4.5,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
130,3.6,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.258,3309,9781,4.5,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
131,0,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.25,3259,9688,4.5,0.48,1730,54,53,71,87,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
132,3.6,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.256,3244,9612,4.5,0.48,1654,60,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
133,0,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.246,3198,9539,4.5,0.47,1701,56,53,72,87,93,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
134,3.6,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.253,3181,9457,4.5,0.47,1625,59,73,71,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
135,0,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.243,3145,9400,4.5,0.47,1671,56,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
136,3.6,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,30,30,0.251,3124,9307,4.5,0.47,1595,60,73,71,87,95,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
137,0,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.236,3458,9850,5.4,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
138,3.6,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.246,3450,9781,5.4,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
139,0,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.24,3389,9656,5.4,0.48,1724,55,53,71,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
140,3.6,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.248,3378,9580,5.4,0.48,1648,59,73,71,87,88,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
141,0,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.238,3321,9483,5.4,0.47,1689,57,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
142,3.6,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.248,3306,9396,5.4,0.47,1613,58,73,72,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
143,0,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.236,3253,9319,5.4,0.47,1654,56,53,73,87,97,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
144,3.6,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,30,30,0.245,3233,9220,5.4,0.47,1578,61,73,72,87,96,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
145,0,0 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.245,3156,9850,3.6,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
146,3.6,0 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.245,3130,9781,3.6,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
147,0,0.5 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.24,3098,9721,3.6,0.48,1736,54,53,71,87,88,100,78,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
148,3.6,0.5 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.24,3070,9645,3.6,0.48,1660,59,73,70,87,87,100,79,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
149,0,1 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.242,3059,9596,3.6,0.47,1712,55,53,71,87,91,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
150,3.6,1 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.242,3030,9517,3.6,0.47,1637,59,73,71,87,90,100,82,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
151,0,1.5 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.242,3017,9483,3.6,0.47,1689,57,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
152,3.6,1.5 Grid,0,CLT Vloer/Kolom,8.1,30,30,0.24,2985,9396,3.6,0.47,1613,58,73,72,87,93,100,83,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
153,0,0 Grid,1,CLT Vloer/Kolom,8.1,30,30,0.225,3161,9850,4.5,0.48,1760,55,53,71,87,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
154,3.6,0 Grid,1,CLT Vloer/Kolom,8.1,30,30,0.231,3149,9781,4.5,0.48,1684,56,73,70,87,85,100,75,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
155,0,0.5 Grid,1,CLT Vloer/Kolom,8.1,30,30,0.225,3101,9688,4.5,0.48,1730,54,53,71,87,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord30_NewView.png
